source,target
ဤစာအုပ်ကိုဖတ်မည်ဆို ဗဟုသုတရမည်။,ဤစာအုပ်ကိုဖတ်မည်ဆိုလျှင် ဗဟုသုတရမည်။
ဤနည်းလမ်းကိုသုံးမည်ဆို အလုပ်ပိုလွယ်မည်။,ဤနည်းလမ်းကိုသုံးမည်ဆိုလျှင် အလုပ်ပိုလွယ်မည်။
အချိန်မီမရောက်ပါကလျှင် လက်မှတ်မရ။,အချိန်မီမရောက်ပါက လက်မှတ်မရ။
စျေးကွက်ကောင်းမည်ဆို ရောင်းအားတက်မည်။,စျေးကွက်ကောင်းမည်ဆိုလျှင် ရောင်းအားတက်မည်။
မင်းဆီရောက်မည်ဆို ငါဖုန်းဆက်မည်။,မင်းဆီရောက်မည်ဆိုလျှင် ငါဖုန်းဆက်မည်။
ဤစက်ကိုသုံးမည်ဆို အချိန်ကုန်သက်သာမည်။,ဤစက်ကိုသုံးမည်ဆိုလျှင် အချိန်ကုန်သက်သာမည်။
ဤအိမ်ကိုလိုချင်သည်ဆို ငါတို့ရောင်းမည်။,ဤအိမ်ကိုလိုချင်သည်ဆိုလျှင် ငါတို့ရောင်းမည်။
ဤပြဿနာဖြေရှင်းမည်ဆို ငါတို့ပိုကောင်းမည်။,ဤပြဿနာဖြေရှင်းမည်ဆိုလျှင် ငါတို့ပိုကောင်းမည်။
သူတို့မကူညီပါက ဤအလုပ်ပြီးမည်မဟုတ်။,သူတို့မကူညီပါကလျှင် ဤအလုပ်ပြီးမည်မဟုတ်။
ဤစာချုပ်ကိုလက်မှတ်ထိုးမည်ဆို အလုပ်စမည်။,ဤစာချုပ်ကိုလက်မှတ်ထိုးမည်ဆိုလျှင် အလုပ်စမည်။
ရာသီဥတုသာယာမည်ဆို ငါတို့ခရီးသွားမည်။,ရာသီဥတုသာယာမည်ဆိုလျှင် ငါတို့ခရီးသွားမည်။
လေ့ကျင့်ခန်းပုံမှန်လုပ်ပါက ကျန်းမာရေးကောင်းမည်။,လေ့ကျင့်ခန်းပုံမှန်လုပ်ပါကလျှင် ကျန်းမာရေးကောင်းမည်။
ဤပစ္စည်းပျက်စီးမည်ဆို အသစ်ဝယ်ရမည်။,ဤပစ္စည်းပျက်စီးမည်ဆိုလျှင် အသစ်ဝယ်ရမည်။
မင်းနောက်ကျမည်ဆို ငါတစ်ယောက်တည်းသွားမည်။,မင်းနောက်ကျမည်ဆိုလျှင် ငါတစ်ယောက်တည်းသွားမည်။
စာအုပ်ကိုလိုအပ်သည်ဆို ငါငှားပေးမည်။,စာအုပ်ကိုလိုအပ်သည်ဆိုလျှင် ငါငှားပေးမည်။
ထမင်းချက်မည်ဆို ငါကူညီမည်။,ထမင်းချက်မည်ဆိုလျှင် ငါကူညီမည်။
သင်ကြားပို့ချသူများရမည်ဆို သင်တန်းဖွင့်မည်။,သင်ကြားပို့ချသူများရမည်ဆိုလျှင် သင်တန်းဖွင့်မည်။
ဤအစီအစဉ်ကိုလက်ခံမည်ဆို အစည်းအဝေးပိတ်သိမ်းမည်။,ဤအစီအစဉ်ကိုလက်ခံမည်ဆိုလျှင် အစည်းအဝေးပိတ်သိမ်းမည်။
ပိုက်ဆံလိုသည်ဆို ငါ့ကိုပြောပါ။,ပိုက်ဆံလိုသည်ဆိုလျှင် ငါ့ကိုပြောပါ။
ဤအဖြေမှန်သည်ဆို အမှတ်ပေးမည်။,ဤအဖြေမှန်သည်ဆိုလျှင် အမှတ်ပေးမည်။
နေရောင်ခြည်ကောင်းမည်ဆို အဝတ်လှမ်းမည်။,နေရောင်ခြည်ကောင်းမည်ဆိုလျှင် အဝတ်လှမ်းမည်။
ဤကိစ္စကိုရှင်းပြနိုင်သည်ဆို ငါနားလည်မည်။,ဤကိစ္စကိုရှင်းပြနိုင်သည်ဆိုလျှင် ငါနားလည်မည်။
သူရောက်မည်ဆို ငါထွက်သွားမည်။,သူရောက်မည်ဆိုလျှင် ငါထွက်သွားမည်။
ဤဆော့ဖ်ဝဲကိုသုံးမည်ဆို အလုပ်ပိုမြန်မည်။,ဤဆော့ဖ်ဝဲကိုသုံးမည်ဆိုလျှင် အလုပ်ပိုမြန်မည်။
အဆင်မပြေပါကလျှင် ဖျက်သိမ်းလိုက်ပါ။,အဆင်မပြေပါက ဖျက်သိမ်းလိုက်ပါ။
ဤသီချင်းကိုနားထောင်မည်ဆို စိတ်အေးချမ်းမည်။,ဤသီချင်းကိုနားထောင်လျှင် စိတ်အေးချမ်းမည်။
စာမေးပွဲမဖြေနိုင်ပါကလျှင် နောက်နှစ်ပြန်ဖြေရမည်။,စာမေးပွဲမဖြေနိုင်ပါက နောက်နှစ်ပြန်ဖြေရမည်။
မင်းမှာအားလပ်ချိန်ရှိမည်ဆို ငါတိုနှင့်အတူလိုက်ခဲ့ပါ။,မင်းမှာအားလပ်ချိန်ရှိမည်ဆိုလျှင် ငါတိုနှင့်အတူလိုက်ခဲ့ပါ။
ကားမောင်းတတ်မည်ဆို အဆင်ပြေမည်။,ကားမောင်းတတ်မည်ဆိုလျှင် အဆင်ပြေမည်။
ဤအမှားကိုပြင်မည်ဆို အလုပ်ကောင်းမည်။,ဤအမှားကိုပြင်မည်ဆိုလျှင် အလုပ်ကောင်းမည်။
ပရောဂျက်အောင်မြင်မည်ဆို ဆုချီးမြှင့်မည်။,ပရောဂျက်အောင်မြင်မည်ဆိုလျှင် ဆုချီးမြှင့်မည်။
မင်းမလိုချင်ပါက သူတိုကိုပေးလိုက်ပါ။,မင်းမလိုချင်ပါကလျှင် သူတိုကိုပေးလိုက်ပါ။
အလုပ်ပြီးမည်ဆို ငါအနားယူမည်။,အလုပ်ပြီးမည်ဆိုလျှင် ငါအနားယူမည်။
ကူညီရန်အဆင်သင့်ဖြစ်ပါက ပြောပါ။,ကူညီရန်အဆင်သင့်ဖြစ်ပါကလျှင် ပြောပါ။
ကော်ဖီသောက်ချင်သည်ဆို မှာလိုက်ပါ။,ကော်ဖီသောက်ချင်သည်ဆိုလျှင် မှာလိုက်ပါ။
ငါ့ကိုယုံကြည်သည်ဆို ဆက်လုပ်ပါ။,ငါ့ကိုယုံကြည်သည်ဆိုလျှင် ဆက်လုပ်ပါ။
သူစကားပြောမည်ဆို ငါနားထောင်မည်။,သူစကားပြောမည်ဆိုလျှင် ငါနားထောင်မည်။
ဤဆိပ်ကမ်းဖွင့်သည်ဆို သင်္ဘောတွေဝင်မည်။,ဤဆိပ်ကမ်းဖွင့်သည်ဆိုလျှင် သင်္ဘောတွေဝင်မည်။
ဆိုင်ဖွင့်မည်ဆို ငါတို့ကိုခေါ်ပါ။,ဆိုင်ဖွင့်မည်ဆိုလျှင် ငါတို့ကိုခေါ်ပါ။
စည်းကမ်းလိုက်နာပါကလျှင် ပြဿနာမရှိ။,စည်းကမ်းလိုက်နာပါက ပြဿနာမရှိ။
ပညာတတ်မည်ဆို အနာဂတ်ကောင်းမည်။,ပညာတတ်လျှင် အနာဂတ်ကောင်းမည်။
သူတို့မလာပါကလျှင် အစီအစဉ်ရွှေ့ဆိုင်းမည်။,သူတို့မလာပါက အစီအစဉ်ရွှေ့ဆိုင်းမည်။
သဘောတူညီသည်ဆို လက်မှတ်ထိုးပါ။,သဘောတူညီသည်ဆိုလျှင် လက်မှတ်ထိုးပါ။
ဆေးသောက်မည်ဆို အစာစားပါ။,ဆေးသောက်မည်ဆိုလျှင် အစာစားပါ။
အချိန်ရှိမည်ဆို ငါပြန်လာမည်။,အချိန်ရှိမည်ဆိုလျှင် ငါပြန်လာမည်။
သူတောင်းပန်သည်ဆို ခွင့်လွှတ်ပေးလိုက်ပါ။,သူတောင်းပန်သည်ဆိုလျှင် ခွင့်လွှတ်ပေးလိုက်ပါ။
ထိုကျောင်းသားများသည် ပညာရေးအတွက် ကြိုးစားကြသည်။,ထိုကျောင်းသားများသည် ပညာရရှိရေးအတွက် ကြိုးစားကြသည်။
ကုမ္ပဏီသည် အောင်မြင်ရေးအတွက် ရင်းနှီးမြှုပ်နှံသည်။,ကုမ္ပဏီသည် အောင်မြင်မှုရရှိရေးအတွက် ရင်းနှီးမြှုပ်နှံသည်။
ကျွန်ုပ်တို့သည် ငြိမ်းချမ်းရေးအတွက် ဆွေးနွေးကြသည်။,ကျွန်ုပ်တို့သည် ငြိမ်းချမ်းရရှိရေးအတွက် ဆွေးနွေးကြသည်။
ထိုနိုင်ငံရေးသမားသည် နိုင်ငံတော်ဖွံ့ဖြိုးတိုးတက်ရေးအတွက် လုပ်ဆောင်သည်။,ထိုနိုင်ငံရေးသမားသည် နိုင်ငံတော်ဖွံ့ဖြိုးတိုးတက်ရရှိရေးအတွက် လုပ်ဆောင်သည်။
အဆိုပါပရောဂျက်သည် လူမှုဘဝတိုးတက်ရေးအတွက် ဖြစ်သည်။,အဆိုပါပရောဂျက်သည် လူမှုဘဝတိုးတက်မှုရရှိရေးအတွက် ဖြစ်သည်။
ကျွန်ုပ်တို့သည် နိုင်ငံတည်ငြိမ်ရေးအတွက် စည်းလုံးကြသည်။,ကျွန်ုပ်တို့သည် နိုင်ငံတည်ငြိမ်မှုရရှိရေးအတွက် စည်းလုံးကြသည်။
အသင်းသည် ဆုရေးအတွက် လေ့ကျင့်သည်။,အသင်းသည် ဆုရရှိရေးအတွက် လေ့ကျင့်သည်။
ဤမိုဘိုင်းဖုန်းကုမ္ပဏီသည် စျေးကွက်နေရာရေးအတွက် ကြိုးပမ်းသည်။,ဤမိုဘိုင်းဖုန်းကုမ္ပဏီသည် စျေးကွက်နေရာရရှိရေးအတွက် ကြိုးပမ်းသည်။
ထိုအဖွဲ့အစည်းသည် လူ့အခွင့်အရေးအတွက် လုပ်ဆောင်သည်။,ထိုအဖွဲ့အစည်းသည် လူ့အခွင့်အရေးရရှိရေးအတွက် လုပ်ဆောင်သည်။
အစိုးရသည် အလုပ်အကိုင်ရေးအတွက် စီမံကိန်းများ လုပ်သည်။,အစိုးရသည် အလုပ်အကိုင်ရရှိရေးအတွက် စီမံကိန်းများ လုပ်သည်။
စစ်သည်တော်များသည် ဂုဏ်သိက္ခာရေးအတွက် တိုက်ပွဲဝင်သည်။,စစ်သည်တော်များသည် ဂုဏ်သိက္ခာရရှိရေးအတွက် တိုက်ပွဲဝင်သည်။
ထိုကျေးရွာသည် ရေရေးအတွက် ရေတွင်းတူးသည်။,ထိုကျေးရွာသည် ရေရရှိရေးအတွက် ရေတွင်းတူးသည်။
အစိုးရသည် စားနပ်ရိက္ခာရေးအတွက် အစီအစဉ်များ ချမှတ်သည်။,အစိုးရသည် စားနပ်ရိက္ခာရရှိရေးအတွက် အစီအစဉ်များ ချမှတ်သည်။
သမိုင်းပညာရှင်များသည် အချက်အလက်ရေးအတွက် သုတေသနလုပ်သည်။,သမိုင်းပညာရှင်များသည် အချက်အလက်ရရှိရေးအတွက် သုတေသနလုပ်သည်။
ထိုနိုင်ငံသည် လျှပ်စစ်ဓာတ်အားရေးအတွက် ရေကာတာဆောက်သည်။,ထိုနိုင်ငံသည် လျှပ်စစ်ဓာတ်အားရရှိရေးအတွက် ရေကာတာဆောက်သည်။
ကျွန်ုပ်တို့သည် အခွင့်အရေးအတွက် တောင်းဆိုကြသည်။,ကျွန်ုပ်တို့သည် အခွင့်အရေးရရှိရေးအတွက် တောင်းဆိုကြသည်။
ကျောင်းသားများသည် စာအုပ်စာတမ်းရေးအတွက် စာကြည့်တိုက်သို့ သွားသည်။,ကျောင်းသားများသည် စာအုပ်စာတမ်းရရှိရေးအတွက် စာကြည့်တိုက်သို့ သွားသည်။
အိမ်ရှင်မသည် အစားအသောက်ရေးအတွက် ဈေးသွားသည်။,အိမ်ရှင်မသည် အစားအသောက်ရရှိရေးအတွက် ဈေးသွားသည်။
ရင်းနှီးမြှုပ်နှံသူများသည် အကျိုးအမြတ်ရေးအတွက် ရှယ်ယာဝယ်သည်။,ရင်းနှီးမြှုပ်နှံသူများသည် အကျိုးအမြတ်ရရှိရေးအတွက် ရှယ်ယာဝယ်သည်။
သူတို့သည် ခေါင်းဆောင်မှုရေးအတွက် ယှဉ်ပြိုင်ကြသည်။,သူတို့သည် ခေါင်းဆောင်မှုရရှိရေးအတွက် ယှဉ်ပြိုင်ကြသည်။
ဤအဖွဲ့အစည်းသည် ရန်ပုံငွေရေးအတွက် ပွဲများကျင်းပသည်။,ဤအဖွဲ့အစည်းသည် ရန်ပုံငွေရရှိရေးအတွက် ပွဲများကျင်းပသည်။
သူတို့သည် အသိအမှတ်ပြုခံရရရှိရေးအတွက် လုပ်ဆောင်သည်။,သူတို့သည် အသိအမှတ်ပြုခံရရေးအတွက် လုပ်ဆောင်သည်။
ထိုလူများသည် နေထိုင်ခွင့်ရရှိရေးအတွက် စောင့်ဆိုင်းနေကြသည်။,ထိုလူများသည် နေထိုင်ခွင့်ရရှိရေးအတွက် စောင့်ဆိုင်းနေကြသည်။
မောင်သီဟသည် ဖျား၍တစ်ကြောင်း၊ ကျောင်းပြေးချင်သောကြောင့် ကျောင်းမတက်ဘူး။,မောင်သီဟသည် ဖျား၍တစ်ကြောင်း၊ ကျောင်းပြေးချင်သောကြောင့် တစ်ကြောင်း ကျောင်းမတက်ဘူး။
အင်တာနက်လိုင်းမကောင်း၍တစ်ကြောင်း၊ ကွန်ပျူတာမရှိသောကြောင့် အွန်လိုင်းသင်တန်းမတက်နိုင်ဘူး။,အင်တာနက်လိုင်းမကောင်း၍တစ်ကြောင်း၊ ကွန်ပျူတာမရှိသောကြောင့် တစ်ကြောင်း အွန်လိုင်းသင်တန်းမတက်နိုင်ဘူး။
ရုပ်ရှင်က စိတ်ဝင်စားစရာကောင်း၍တစ်ကြောင်း၊ သရုပ်ဆောင်တွေကတော်သောကြောင့် လူကြိုက်များခဲ့သည်။,ရုပ်ရှင်က စိတ်ဝင်စားစရာကောင်း၍တစ်ကြောင်း၊ သရုပ်ဆောင်တွေကတော်သောကြောင့် တစ်ကြောင်း လူကြိုက်များခဲ့သည်။
မိုးချုပ်နေ၍တစ်ကြောင်း၊ ခရီးကဝေးသောကြောင့် ဤညတော့ မပြန်တော့ဘူး။,မိုးချုပ်နေ၍တစ်ကြောင်း၊ ခရီးကဝေးသောကြောင့် တစ်ကြောင်း ဤညတော့ မပြန်တော့ဘူး။
စာအုပ်ရှားပါး၍တစ်ကြောင်း၊ ဈေးကြီးသောကြောင့် ဝယ်ဖို့မလွယ်ဘူး။,စာအုပ်ရှားပါး၍တစ်ကြောင်း၊ ဈေးကြီးသောကြောင့် တစ်ကြောင်း ဝယ်ဖို့မလွယ်ဘူး။
ငွေကုန်ကြေးကျများ၍တစ်ကြောင်း၊ အချိန်ကြာသောကြောင့် ရုပ်ရှင်ရုံမသွားတော့ဘူး။,ငွေကုန်ကြေးကျများ၍တစ်ကြောင်း၊ အချိန်ကြာသောကြောင့် တစ်ကြောင်း ရုပ်ရှင်ရုံမသွားတော့ဘူး။
နေမကောင်း၍တစ်ကြောင်း၊ အဖျားတက်သောကြောင့် ဆေးရုံတက်ခဲ့ရသည်။,နေမကောင်း၍တစ်ကြောင်း၊ အဖျားတက်သောကြောင့် တစ်ကြောင်း ဆေးရုံတက်ခဲ့ရသည်။
ကားလမ်းတွေပိတ်၍တစ်ကြောင်း၊ လမ်းတွေကျဉ်းသောကြောင့် အလုပ်နောက်ကျခဲ့သည်။,ကားလမ်းတွေပိတ်၍တစ်ကြောင်း၊ လမ်းတွေကျဉ်းသောကြောင့် တစ်ကြောင်း အလုပ်နောက်ကျခဲ့သည်။
သူငယ်ချင်းတွေမရှိ၍တစ်ကြောင်း၊ တစ်ယောက်တည်းဖြစ်သောကြောင့် အထီးကျန်နေသည်။,သူငယ်ချင်းတွေမရှိ၍တစ်ကြောင်း၊ တစ်ယောက်တည်းဖြစ်သောကြောင့် တစ်ကြောင်း အထီးကျန်နေသည်။
စည်းကမ်းမလိုက်နာ၍တစ်ကြောင်း၊ ပြဿနာရှာသောကြောင့် အလုပ်ထုတ်ခံရသည်။,စည်းကမ်းမလိုက်နာ၍တစ်ကြောင်း၊ ပြဿနာရှာသောကြောင့် တစ်ကြောင်း အလုပ်ထုတ်ခံရသည်။
ညဉ့်နက်၍တစ်ကြောင်း၊ လမ်းမီးမရှိသောကြောင့် သွားလာရခက်ခဲသည်။,ညဉ့်နက်၍တစ်ကြောင်း၊ လမ်းမီးမရှိသောကြောင့် တစ်ကြောင်း သွားလာရခက်ခဲသည်။
လျှပ်စစ်မီးမလာ၍တစ်ကြောင်း၊ ရေမလာသောကြောင့် ဟင်းချက်ဖို့အဆင်မပြေဘူး။,လျှပ်စစ်မီးမလာ၍တစ်ကြောင်း၊ ရေမလာသောကြောင့် တစ်ကြောင်း ဟင်းချက်ဖို့အဆင်မပြေဘူး။
အလုပ်များ၍တစ်ကြောင်း၊ အိမ်ကိစ္စများသောကြောင့် အစည်းအဝေးမတက်နိုင်ခဲ့ဘူး။,အလုပ်များ၍တစ်ကြောင်း၊ အိမ်ကိစ္စများသောကြောင့် တစ်ကြောင်း အစည်းအဝေးမတက်နိုင်ခဲ့ဘူး။
ကျန်းမာရေးမကောင်း၍တစ်ကြောင်း၊ အားအင်ကုန်ခမ်းသောကြောင့် လေ့ကျင့်ခန်းမလုပ်နိုင်ဘူး။,ကျန်းမာရေးမကောင်း၍တစ်ကြောင်း၊ အားအင်ကုန်ခမ်းသောကြောင့် တစ်ကြောင်း လေ့ကျင့်ခန်းမလုပ်နိုင်ဘူး။
စာမေးပွဲနီး၍တစ်ကြောင်း၊ စာတွေမရသေးသောကြောင့် သူငယ်ချင်းတွေနဲ့မဆော့ဖြစ်ဘူး။,စာမေးပွဲနီး၍တစ်ကြောင်း၊ စာတွေမရသေးသောကြောင့် တစ်ကြောင်း သူငယ်ချင်းတွေနဲ့မဆော့ဖြစ်ဘူး။
စာအုပ်ကောင်း၍တစ်ကြောင်း၊ ဇာတ်လမ်းကလည်းကောင်းသောကြောင့် တစ်ညတည်းနဲ့ကုန်အောင်ဖတ်လိုက်သည်။,စာအုပ်ကောင်း၍တစ်ကြောင်း၊ ဇာတ်လမ်းကလည်းကောင်းသောကြောင့် တစ်ကြောင်း တစ်ညတည်းနဲ့ကုန်အောင်ဖတ်လိုက်သည်။
သူစိမ်းဆို၍တစ်ကြောင်း၊ စကားနည်းသောကြောင့် စကားမပြောဖြစ်ဘူး။,သူစိမ်းဆို၍တစ်ကြောင်း၊ စကားနည်းသောကြောင့် တစ်ကြောင်း စကားမပြောဖြစ်ဘူး။
ပညာရပ်သင်ကြားရခက်၍တစ်ကြောင်း၊ စိတ်ဝင်စားမှုမရှိသောကြောင့် ပညာမသင်ဖြစ်တော့ဘူး။,ပညာရပ်သင်ကြားရခက်၍တစ်ကြောင်း၊ စိတ်ဝင်စားမှုမရှိသောကြောင့် တစ်ကြောင်း ပညာမသင်ဖြစ်တော့ဘူး။
အိမ်နှင့်ဝေး၍တစ်ကြောင်း၊ သွားလာရခက်ခဲသောကြောင့် ထိုအလုပ်ကိုမလုပ်ဘူး။,အိမ်နှင့်ဝေး၍တစ်ကြောင်း၊ သွားလာရခက်ခဲသောကြောင့် တစ်ကြောင်း ထိုအလုပ်ကိုမလုပ်ဘူး။
စိတ်ညစ်ညူး၍တစ်ကြောင်း၊ ပင်ပန်းနွမ်းနယ်နေသောကြောင့် အပြင်မထွက်ချင်ဘူး။,စိတ်ညစ်ညူး၍တစ်ကြောင်း၊ ပင်ပန်းနွမ်းနယ်နေသောကြောင့် တစ်ကြောင်း အပြင်မထွက်ချင်ဘူး။
ရာသီဥတုအေး၍တစ်ကြောင်း၊ မိုးရွာနေသောကြောင့် အိမ်ထဲမှာပဲနေခဲ့သည်။,ရာသီဥတုအေး၍တစ်ကြောင်း၊ မိုးရွာနေသောကြောင့် တစ်ကြောင်း အိမ်ထဲမှာပဲနေခဲ့သည်။
စာကျက်ချိန်နည်း၍တစ်ကြောင်း၊ နားလည်ရခက်သောကြောင့် စာမေးပွဲကျခဲ့သည်။,စာကျက်ချိန်နည်း၍တစ်ကြောင်း၊ နားလည်ရခက်သောကြောင့် တစ်ကြောင်း စာမေးပွဲကျခဲ့သည်။
ငွေကြေးလိုအပ်၍တစ်ကြောင်း၊ အလုပ်အကိုင်လိုအပ်သောကြောင့် မြို့ကိုပြောင်းခဲ့သည်။,ငွေကြေးလိုအပ်၍တစ်ကြောင်း၊ အလုပ်အကိုင်လိုအပ်သောကြောင့် တစ်ကြောင်း မြို့ကိုပြောင်းခဲ့သည်။
ဆရာဆူ၍တစ်ကြောင်း၊ အပေါင်းအသင်းတွေကလည်း စသောကြောင့် ကျောင်းထွက်ချင်သည်။,ဆရာဆူ၍တစ်ကြောင်း၊ အပေါင်းအသင်းတွေကလည်း စသောကြောင့် တစ်ကြောင်း ကျောင်းထွက်ချင်သည်။
အစားအသောက်မကောင်း၍တစ်ကြောင်း၊ ဈေးကြီးသောကြောင့် ထိုဆိုင်မှာမစားဘူး။,အစားအသောက်မကောင်း၍တစ်ကြောင်း၊ ဈေးကြီးသောကြောင့် တစ်ကြောင်း ထိုဆိုင်မှာမစားဘူး။
စီးပွားရေးအခြေအနေမကောင်း၍တစ်ကြောင်း၊ အလုပ်အကိုင်ရှားပါးသောကြောင့် အလုပ်လက်မဲ့ဖြစ်နေသည်။,စီးပွားရေးအခြေအနေမကောင်း၍တစ်ကြောင်း၊ အလုပ်အကိုင်ရှားပါးသောကြောင့် တစ်ကြောင်း အလုပ်လက်မဲ့ဖြစ်နေသည်။
ကွန်ပျူတာမကောင်း၍တစ်ကြောင်း၊ အင်တာနက်မရှိသောကြောင့် အွန်လိုင်းအလုပ်မလုပ်နိုင်ဘူး။,ကွန်ပျူတာမကောင်း၍တစ်ကြောင်း၊ အင်တာနက်မရှိသောကြောင့် တစ်ကြောင်း အွန်လိုင်းအလုပ်မလုပ်နိုင်ဘူး။
အလေ့အကျင့်မရှိ၍တစ်ကြောင်း၊ စိတ်ရှည်မှုမရှိသောကြောင့် မအောင်မြင်ခဲ့ဘူး။,အလေ့အကျင့်မရှိ၍တစ်ကြောင်း၊ စိတ်ရှည်မှုမရှိသောကြောင့် တစ်ကြောင်း မအောင်မြင်ခဲ့ဘူး။
လူနာများ၍တစ်ကြောင်း၊ ဝန်ထမ်းတွေမလုံလောက်သောကြောင့် ဆေးရုံမှာ စောင့်ရကြာသည်။,လူနာများ၍တစ်ကြောင်း၊ ဝန်ထမ်းတွေမလုံလောက်သောကြောင့် တစ်ကြောင်း ဆေးရုံမှာ စောင့်ရကြာသည်။
အလုပ်ကိစ္စများ၍တစ်ကြောင်း၊ အိမ်မှုကိစ္စများသောကြောင့် နားချိန်မရှိဘူး။,အလုပ်ကိစ္စများ၍တစ်ကြောင်း၊ အိမ်မှုကိစ္စများသောကြောင့် တစ်ကြောင်း နားချိန်မရှိဘူး။
ဖုန်းဘက်ထရီကုန်၍တစ်ကြောင်း၊ အားသွင်းကြိုးမရှိသောကြောင့် သူငယ်ချင်းကိုဖုန်းမဆက်နိုင်ဘူး။,ဖုန်းဘက်ထရီကုန်၍တစ်ကြောင်း၊ အားသွင်းကြိုးမရှိသောကြောင့် တစ်ကြောင်း သူငယ်ချင်းကိုဖုန်းမဆက်နိုင်ဘူး။
အစာအိမ်ရောဂါရှိ၍တစ်ကြောင်း၊ ဆေးသောက်နေရသောကြောင့် အရက်မသောက်ဘူး။,အစာအိမ်ရောဂါရှိ၍တစ်ကြောင်း၊ ဆေးသောက်နေရသောကြောင့် တစ်ကြောင်း အရက်မသောက်ဘူး။
ငွေမလုံလောက်၍တစ်ကြောင်း၊ ပစ္စည်းဈေးနှုန်းကြီးမြင့်သောကြောင့် မဝယ်နိုင်ဘူး။,ငွေမလုံလောက်၍တစ်ကြောင်း၊ ပစ္စည်းဈေးနှုန်းကြီးမြင့်သောကြောင့် တစ်ကြောင်း မဝယ်နိုင်ဘူး။
လမ်းမကောင်း၍တစ်ကြောင်း၊ ယာဉ်ကြောပိတ်သောကြောင့် ခရီးကကြာနေသည်။,လမ်းမကောင်း၍တစ်ကြောင်း၊ ယာဉ်ကြောပိတ်သောကြောင့် တစ်ကြောင်း ခရီးကကြာနေသည်။
နေမကောင်း၍တစ်ကြောင်း၊ ခေါင်းမူးသောကြောင့် အစည်းအဝေးမတက်နိုင်ဘူး။,နေမကောင်း၍တစ်ကြောင်း၊ ခေါင်းမူးသောကြောင့် တစ်ကြောင်း အစည်းအဝေးမတက်နိုင်ဘူး။
